state,date,fossil,geo,hydro,nuclear,secondary,solar,wind,population
AK,2018-01-01,429168.598,,150883.77,,3911.269,,14887.913,728951
AK,2018-02-01,378359.865,,149518.92,,3744.531,,13255.261,729145
AK,2018-03-01,392249.896,,151958.825,,3945.424,,15413.502,729338
AK,2018-04-01,313673.242,,160367.047,,3941.293000000001,,15323.833,729530
AK,2018-05-01,342952.253,,179628.009,,3708.25,,13659.299,729724
AK,2018-06-01,333475.9,,163622.454,,3810.883,,14323.253,729917
AK,2018-07-01,362306.956,,139522.348,,3381.033,,8944.201000000001,730109
AK,2018-08-01,371298.323,,120980.479,,3298.719,,11272.411,730303
AK,2018-09-01,371191.859,,103448.636,,3096.558,,10182.948,730496
AK,2018-10-01,300846.718,,102124.788,,3195.268,,11757.063,730688
AK,2018-11-01,385550.934,,119175.441,,3019.094,,12518.338,730882
AK,2018-12-01,404670.055,,122994.283,,3321.583,,13476.978,731075
AL,2018-01-01,8628891.26,,889122.006,3760560.0,283856.136,19880.006,,4977408
AL,2018-02-01,5903088.563,,991338.775,2796231.0,275867.353,17206.472,,4979446
AL,2018-03-01,6596302.412,,1031097.909,2731979.0,287865.426,32133.081,,4981483
AL,2018-04-01,6861770.206,,1037652.636,2874030.0,229508.62,37075.613,,4983521
AL,2018-05-01,7799421.963,,1086088.987,3260283.0,306901.728,39492.314,,4985559
AL,2018-06-01,8454106.214,,1041187.672,3633513.0,308626.781,39965.938,,4987597
AL,2018-07-01,9454916.328,,848703.939,3824071.0,317820.512,39304.48,,4989635
AL,2018-08-01,9041217.842,,758170.299,3700374.0,303335.39,36694.364,,4991673
AL,2018-09-01,8244296.319999999,,739978.383,3327440.0,295925.729,32558.055,,4993711
AL,2018-10-01,7057109.968,,729245.655,2489768.0,273378.529,29826.751,,4995748
AL,2018-11-01,6355916.374,,957556.9010000001,3112882.0,280395.089,17275.814,,4997786
AL,2018-12-01,6251408.337,,1032995.848,3951696.0,282848.712,15839.112,,4999824
AR,2018-01-01,4519871.197,,268538.78,1374056.0,116258.093,13348.384,,2993199
AR,2018-02-01,3339386.566,,266401.396,1251706.0,120255.904,9411.512,,2993996
AR,2018-03-01,3169793.955,,272827.368,1214195.0,126509.547,20080.636,,2994792
AR,2018-04-01,3684765.062,,286109.475,722323.0,122095.017,19519.148,,2995589
AR,2018-05-01,4125453.808,,320083.753,841725.0,120649.494,22611.385,,2996386
AR,2018-06-01,5064245.016,,293255.296,1025537.0,112820.823,22502.9,,2997183
AR,2018-07-01,5488575.014,,256456.485,1289468.0,119116.058,21609.902,,2997979
AR,2018-08-01,5230755.543,,223761.779,1315837.0,116355.632,21605.18,,2998776
AR,2018-09-01,4129665.775,,187323.479,952746.0,75006.946,16117.437,,2999573
AR,2018-10-01,4274195.139,,183651.072,632419.0,103369.178,14599.548,,3000369
AR,2018-11-01,3866399.992,,217207.509,811046.0,105435.108,11756.268,,3001166
AR,2018-12-01,3762215.429,,233158.608,1289760.0,132906.307,10250.7,,3001963
AZ,2018-01-01,4327520.251,,533615.598,2984031.0,3113.742,286101.106,46772.211,7005934
AZ,2018-02-01,3808290.819,,561476.3350000001,2556051.0,16416.103,305703.827,43423.148,7012263
AZ,2018-03-01,3831326.124,,676900.6799999999,2977426.0,19345.889,395457.53,54741.251,7018592
AZ,2018-04-01,4125916.365,,631810.7339999999,1962606.0,21751.887,475372.529,55237.864,7024921
AZ,2018-05-01,4796841.21,,620950.797,2630253.0,21096.15,597720.696,41093.321,7031250
AZ,2018-06-01,6063100.051,,644305.863,2750299.0,22703.38,591471.01,45470.457,7037579
AZ,2018-07-01,8066273.737,,657994.139,2730309.0,18904.108,528992.767,36287.499,7043908
AZ,2018-08-01,8108310.004,,657015.696,2923384.0,18820.746,536397.182,37631.386,7050237
AZ,2018-09-01,7486780.676,,515225.429,2807555.0,17133.8,512432.756,38283.255,7056566
AZ,2018-10-01,6241354.735,,493036.086,2101637.0,17798.275,369505.234,40430.259,7062895
AZ,2018-11-01,5284321.875,,486153.348,1904189.0,19230.621,321459.158,44380.295,7069224
AZ,2018-12-01,5822608.257999999,,503757.311,2769519.0,20643.811,219762.716,46439.054,7075553
CA,2018-01-01,7259306.438,976182.544,1606101.203,1666162.0,568685.396,1242347.07,423898.846,39100405
CA,2018-02-01,6393449.084,927626.762,1196938.239,982658.0,509798.774,1750561.161,886625.617,39119440
CA,2018-03-01,6679431.383,992920.803,1852259.531,1046927.0,527444.749,2004976.854,1060315.522,39138476
CA,2018-04-01,4967980.322,862599.753,3226103.185,1546437.0,510285.769,2509417.637,1233548.958,39157511
CA,2018-05-01,4598980.849,1017039.848,3114163.835,1682785.0,548727.151,3024196.467,1928778.244,39176547
CA,2018-06-01,6277248.21,970852.614,2893038.454,1637307.0,588916.174,3252540.542,1783636.577,39195582
CA,2018-07-01,11404267.486,1011814.181,3184097.174,1686430.0,602416.868,2814141.274,1565462.313,39214618
CA,2018-08-01,10452578.609,1008658.835,2844121.615,1620869.0,614002.373,2836680.751,1645087.746,39233654
CA,2018-09-01,8155999.047,976816.476,2300821.145,1614534.0,590713.728,2688736.913,1258636.131,39252689
CA,2018-10-01,9094469.427,932181.32,1478636.785,1667833.0,578745.4450000001,2123527.198,1028895.453,39271725
CA,2018-11-01,8162077.236,970417.3859999999,1185621.881,1573910.0,552918.431,1505470.192,638627.449,39290760
CA,2018-12-01,8163082.077,1029730.478,1448763.513,1487667.0,582533.109,1232580.646,570437.944,39309796
CO,2018-01-01,3606285.96,,137198.158,,18857.757,55026.989,857136.602,5631014
CO,2018-02-01,3306963.238,,153449.614,,17090.225,64951.56,724498.961,5637219
CO,2018-03-01,3116843.172,,176271.145,,16825.831,84652.236,1004874.971,5643423
CO,2018-04-01,2802158.603,,178235.273,,19204.795,100714.657,986138.192,5649627
CO,2018-05-01,3167537.22,,187981.164,,19691.482,116220.61,696823.565,5655831
CO,2018-06-01,3730046.738,,180394.665,,19078.349,124937.127,797583.758,5662036
CO,2018-07-01,4464897.386,,166717.891,,18576.262,109281.342,738798.808,5668240
CO,2018-08-01,4200448.572,,166172.689,,19258.342,109465.91,716446.58,5674444
CO,2018-09-01,3642666.848,,128075.717,,19151.535,104771.741,699408.456,5680649
CO,2018-10-01,3322382.396,,129179.867,,17939.764,77689.491,721336.022,5686853
CO,2018-11-01,3555763.307,,107007.092,,18443.816,64621.472,756268.488,5693057
CO,2018-12-01,3876388.623,,114701.725,,19601.181,50047.095,1045835.597,5699262
CT,2018-01-01,1781152.924,,46941.873,1562198.0,103220.285,1542.972,1389.299,3601742
CT,2018-02-01,1327808.288,,51760.948,1408160.0,102612.861,2912.036,1147.595,3602027
CT,2018-03-01,1546583.592,,56941.31,1557604.0,99009.378,8327.344000000001,1413.451,3602312
CT,2018-04-01,1347346.379,,67719.282,1503520.0,82155.609,9158.787,999.502,3602597
CT,2018-05-01,1254432.711,,54387.948,1550957.0,85326.00099999999,10579.38,898.775,3602882
CT,2018-06-01,1712031.809,,25038.555,1500266.0,106521.515,10831.501,771.876,3603167
CT,2018-07-01,2076451.124,,21758.594,1538028.0,120081.435,9642.722,650.861,3603452
CT,2018-08-01,2200673.973,,30604.601,1528480.0,115190.595,7946.455,543.276,3603737
CT,2018-09-01,1798824.524,,29962.158,1397258.0,109650.721,5615.041,696.005,3604022
CT,2018-10-01,1801730.693,,44445.069,907772.0,101017.439,6312.506,1279.542,3604307
CT,2018-11-01,1870917.054,,60770.512,887693.0,94009.87,4687.858,1227.416,3604592
CT,2018-12-01,1957162.537,,64988.32,1539556.0,101508.018,27998.398,1277.402,3604877
DC,2018-01-01,2665.0,,,,4272.0,,,672712
DC,2018-02-01,2289.0,,,,5304.0,,,673444
DC,2018-03-01,3068.0,,,,5776.0,,,674176
DC,2018-04-01,4442.091,,,,5107.0,,,674907
DC,2018-05-01,-903.0,,,,4717.0,,,675639
DC,2018-06-01,2223.0,,,,4329.0,,,676371
DC,2018-07-01,4542.0,,,,4562.0,,,677103
DC,2018-08-01,368.0,,,,4330.0,,,677835
DC,2018-09-01,1860.0,,,,4147.0,,,678567
DC,2018-10-01,-731.0,,,,4527.0,,,679299
DC,2018-11-01,-202.0,,,,4407.0,,,680030
DC,2018-12-01,3149.0,,,,5083.0,,,680762
DE,2018-01-01,571299.695,,,,5181.900000000001,3266.154,368.0,972311
DE,2018-02-01,406378.213,,,,4914.514,3150.891,496.0,973078
DE,2018-03-01,540688.1799999999,,,,5230.36,4661.853,761.0,973845
DE,2018-04-01,514999.753,,,,5036.547,5056.1,623.0,974612
DE,2018-05-01,461528.837,,,,4555.528,4303.34,314.0,975379
DE,2018-06-01,401438.586,,,,4928.045,4885.706999999999,269.0,976145
DE,2018-07-01,623883.383,,,,4952.068,4942.751,296.0,976912
DE,2018-08-01,802651.57,,,,4925.858,5039.849,211.0,977679
DE,2018-09-01,623038.431,,,,4047.692,4122.316,386.0,978446
DE,2018-10-01,636657.973,,,,5023.343,4347.721,381.0,979213
DE,2018-11-01,308518.967,,,,5082.71,3163.385,613.0,979979
DE,2018-12-01,235463.602,,,,5222.434999999999,2848.643,489.0,980746
FL,2018-01-01,16070873.089,,14669.313,2771867.0,756108.707,155005.642,,21013618
FL,2018-02-01,13356377.943,,17589.282,2483175.0,663033.753,168909.088,,21036426
FL,2018-03-01,13876141.781,,15322.136,2261786.0,723409.602,246391.787,,21059233
FL,2018-04-01,15071746.786,,20510.703,2362408.0,673517.575,238649.449,,21082040
FL,2018-05-01,16786770.696,,20323.805,2734349.0,650012.067,186325.208,,21104848
FL,2018-06-01,19037924.305,,13731.6,2622598.0,660943.053,209387.851,,21127655
FL,2018-07-01,20265233.541,,14107.953,2687157.0,649814.738,208349.517,,21150462
FL,2018-08-01,20922305.64,,20838.812,2448592.0,661126.763,210295.74,,21173270
FL,2018-09-01,20526965.804,,20121.964,1873417.0,628015.677,203211.057,,21196077
FL,2018-10-01,18908879.564,,22375.274,1816878.0,645386.137,228031.766,,21218884
FL,2018-11-01,15086321.236,,24389.59,2466136.0,677852.754,181410.032,,21241691
FL,2018-12-01,14317721.156,,28593.568,2783986.0,678567.083,176095.743,,21264499
GA,2018-01-01,8439513.217,,346610.444,3067633.0,448953.247,136400.778,,10515592
GA,2018-02-01,5620970.927,,274655.566,2203525.0,409407.719,108497.045,,10524127
GA,2018-03-01,5696173.917,,267437.918,3010321.0,440954.382,164833.223,,10532663
GA,2018-04-01,4688739.842999999,,292809.048,2903371.0,389017.412,202303.019,,10541198
GA,2018-05-01,6746910.91,,282633.288,2812042.0,426462.294,194395.816,,10549734
GA,2018-06-01,8015922.391,,318698.239,2944220.0,427942.816,216206.333,,10558269
GA,2018-07-01,8429595.988,,295308.55,2976838.0,465386.109,205525.76,,10566805
GA,2018-08-01,8284147.007999999,,231208.994,3041115.0,451322.877,203058.16,,10575340
GA,2018-09-01,8364017.544,,251996.083,2509335.0,412057.809,188173.763,,10583876
GA,2018-10-01,7130308.943,,280262.812,2816748.0,385459.583,173688.101,,10592411
GA,2018-11-01,6586084.789,,334534.238,3004202.0,386045.488,108919.26,,10600947
GA,2018-12-01,6586013.263,,520712.82,3073326.0,441336.2,93835.306,,10609482
HI,2018-01-01,644762.715,9301.125,5893.368,,59880.865,13387.627,57810.8,1437068
HI,2018-02-01,602316.913,8841.627,6764.189,,41862.618,11927.777,51471.099,1437859
HI,2018-03-01,617856.599,9476.196,10286.182,,57271.835,13532.301,59851.698,1438651
HI,2018-04-01,619429.835,8243.111,10695.081,,54159.907,15336.531,59503.508,1439442
HI,2018-05-01,670739.257,9536.190999999999,9584.909,,48539.256,17900.977,53040.006,1440234
HI,2018-06-01,665426.587,8897.657,8334.756,,60468.067,19500.999,55618.186,1441025
HI,2018-07-01,719522.905,9430.036,9160.275,,61723.647,17915.034,34730.952,1441816
HI,2018-08-01,733523.067,9412.197,8177.339,,65585.877,17608.375,43771.559,1442608
HI,2018-09-01,740024.666,9156.629,6324.68,,57307.942,16450.24,39541.091,1443399
HI,2018-10-01,754371.453,8814.644,8314.832,,61531.913,15661.611,45653.488,1444191
HI,2018-11-01,693134.966,9210.457,6467.548,,57751.852,13017.047,48609.572,1444982
HI,2018-12-01,654762.795,9769.130000000001,6516.841,,61698.232,12337.601,52332.041,1445774
IA,2018-01-01,2822731.029,,60824.855,454361.0,16495.216,552.614,2457149.514,3162766
IA,2018-02-01,2543692.215,,54725.0,410060.0,16027.173,660.274,1694224.262,3163966
IA,2018-03-01,2063032.418,,62514.45699999999,450580.0,18410.396,1092.246,2130874.608,3165166
IA,2018-04-01,2479837.033,,74543.981,435050.0,15363.362,1320.047,2099495.235,3166366
IA,2018-05-01,3143610.932,,63547.981,437412.0,17949.186,1386.406,1506595.53,3167566
IA,2018-06-01,3242182.837,,68141.026,421904.0,16440.477,1270.359,1696041.036,3168766
IA,2018-07-01,3851389.425,,111951.185,426623.0,19742.771,1548.28,1010780.444,3169967
IA,2018-08-01,3513536.36,,53022.77600000001,411903.0,19528.814,1203.001,1216628.344,3171167
IA,2018-09-01,3353758.491,,63223.847,137946.0,16594.66,990.043,1668434.721,3172367
IA,2018-10-01,2976856.331,,107919.725,409884.0,16165.721,725.467,1716202.546,3173567
IA,2018-11-01,2905813.213,,105704.211,442856.0,18730.197,402.986,1943846.941,3174767
IA,2018-12-01,3107193.33,,98741.959,456820.0,19714.634,304.277,2193783.384,3175967
ID,2018-01-01,271054.347,7021.912,831472.62,,52048.181,25824.232,234222.931,1787063
ID,2018-02-01,174680.575,6675.011,898372.225,,46420.95,32347.685,217451.696,1789326
ID,2018-03-01,220051.347,7154.081,1029946.192,,50123.887,43745.388,274129.774,1791589
ID,2018-04-01,132004.46,6223.16,1066494.168,,48797.294,53334.762,276616.685,1793851
ID,2018-05-01,60792.478,7199.374,1084651.106,,50675.369,62260.756,205784.536,1796114
ID,2018-06-01,168871.581,6717.311,1066618.68,,46789.213,68501.784,227704.076,1798377
ID,2018-07-01,436079.213,7119.232,1021971.244,,51665.427,64464.106,181718.245,1800640
ID,2018-08-01,383520.97,7105.765,1003245.816,,27562.203,56889.731,188448.084,1802902
ID,2018-09-01,418580.281,6912.822,821845.047,,35570.465,55285.151,191712.47,1805165
ID,2018-10-01,163367.305,6654.64,758375.657,,45772.822,40458.856,202464.1,1807428
ID,2018-11-01,408640.482,6953.46,728479.04,,48812.222,31491.694,222244.842,1809690
ID,2018-12-01,461494.301,7375.232,712870.01,,50274.499,21359.855,232554.561,1811953
IL,2018-01-01,7220899.448,,11223.317,8852297.0,63481.962,3344.032,1530646.967,12815981
IL,2018-02-01,5752604.109,,9466.679,7637467.0,55885.055,2826.147,1197845.311,12815830
IL,2018-03-01,6528738.129,,10368.607,7971653.0,58839.031,6357.487,1284498.898,12815679
IL,2018-04-01,4473530.281,,12185.839,7658023.0,50452.248,6718.809,1095793.886,12815528
IL,2018-05-01,6133545.417,,14450.727,8083061.0,61086.531,7495.643,859265.629,12815377
IL,2018-06-01,7009931.547,,11842.278,8316210.0,54103.227,7436.511,616331.99,12815226
IL,2018-07-01,8079494.14,,12061.494,8631721.0,55309.692,7996.255999999999,565776.883,12815075
IL,2018-08-01,8206040.293,,12173.03,8578995.0,57497.68900000001,7236.130999999999,570902.719,12814924
IL,2018-09-01,7066107.956,,12953.936,7588626.0,33213.299,6108.839,678625.238,12814773
IL,2018-10-01,5166312.614,,13223.23,7804870.0,46744.405,4967.309,1172461.788,12814622
IL,2018-11-01,5888711.828,,13675.929,8123639.0,56662.33,2721.958,1064908.119,12814471
IL,2018-12-01,5610854.102,,12902.934,8854965.0,60223.08,2840.508,1261926.332,12814320
IN,2018-01-01,10386636.917,,18209.009,,69901.385,11629.209,767941.509,6727697
IN,2018-02-01,7138800.913,,15718.933,,55724.753,10248.533,512065.198,6730211
IN,2018-03-01,8418734.962,,16713.838,,59674.321,29250.622,617171.248,6732725
IN,2018-04-01,7899036.754000001,,18128.438,,55075.499,33523.371,464650.247,6735240
IN,2018-05-01,8216390.258,,20241.909,,64806.25,34437.276,422666.19,6737754
IN,2018-06-01,9619023.539,,18390.749,,65709.81999999999,33371.891,275657.207,6740269
IN,2018-07-01,9892962.866,,17574.778,,67403.232,37630.533,223408.375,6742783
IN,2018-08-01,9964762.927,,16924.622,,67291.837,32467.422,259514.741,6745297
IN,2018-09-01,8523961.96,,19089.618,,63429.455,27151.853,271793.881,6747812
IN,2018-10-01,8602812.212,,19783.803,,70451.842,20521.294,518452.286,6750326
IN,2018-11-01,8997238.149,,20932.346,,67381.626,9353.221,508040.992,6752841
IN,2018-12-01,9068291.752,,20952.957,,73676.41100000001,11132.255,595791.126,6755355
KS,2018-01-01,2223279.897,,1747.0,912386.0,4921.296,392.245,1760910.029,2921633
KS,2018-02-01,1857490.785,,2250.0,822973.0,4836.953,452.868,1548885.051,2922340
KS,2018-03-01,1420555.59,,1420.0,875324.0,5721.792,747.025,1942966.638,2923046
KS,2018-04-01,1616906.136,,1200.0,-7752.0,5251.279,883.488,1821887.359,2923752
KS,2018-05-01,2166351.704,,2579.0,351294.0,6417.194,922.54,1450363.996,2924459
KS,2018-06-01,1793113.14,,1943.0,865039.0,6051.556,902.74,1872021.282,2925165
KS,2018-07-01,2794641.908,,2722.0,885908.0,6520.465,913.167,914385.109,2925872
KS,2018-08-01,2304872.328,,1910.0,887951.0,6453.96,814.191,1372416.146,2926578
KS,2018-09-01,1752691.432,,2883.0,870926.0,5552.462,669.12,1559773.068,2927284
KS,2018-10-01,1681355.144,,3065.0,908933.0,5441.389,497.341,1401820.953,2927991
KS,2018-11-01,1712241.989,,2512.0,884279.0,5850.754,333.72,1467039.065,2928697
KS,2018-12-01,2208214.019,,2189.0,911028.0,5542.1,198.555,1795033.304,2929403
KY,2018-01-01,7235891.853,,411477.512,,33709.839,2134.391,,4473929
KY,2018-02-01,4961734.862,,354513.762,,31592.701,1920.212,,4475316
KY,2018-03-01,4836608.361,,335231.388,,46917.305,3451.774,,4476703
KY,2018-04-01,4557950.21,,370303.189,,45727.442,4097.46,,4478091
KY,2018-05-01,5905830.053,,479548.01,,38733.997,4586.037,,4479478
KY,2018-06-01,6788432.116,,463127.118,,45991.796,4527.484,,4480865
KY,2018-07-01,7330709.789,,405458.823,,42677.546,4477.604,,4482252
KY,2018-08-01,7523432.744,,377955.689,,38011.495,4069.191,,4483640
KY,2018-09-01,6655841.557,,280304.281,,31541.575,3210.791,,4485027
KY,2018-10-01,5966056.989,,310227.905,,43585.832,3305.671,,4486414
KY,2018-11-01,5924574.256,,318197.848,,47178.681,1938.729,,4487801
KY,2018-12-01,6166071.165,,311487.478,,48425.492,1716.656,,4489189
LA,2018-01-01,7419486.602,,106969.29,1011616.0,258617.458,113.703,,4633916
LA,2018-02-01,5753459.977,,106001.68,1152477.0,234820.761,106.102,,4634953
LA,2018-03-01,5248879.758,,107731.45,1401819.0,289794.563,144.973,,4635989
LA,2018-04-01,5498395.823,,113692.48,1555557.0,274247.994,142.343,,4637026
LA,2018-05-01,6766429.697000001,,127347.57,1575394.0,266338.234,144.385,,4638062
LA,2018-06-01,7671404.199,,116000.4,1512572.0,280895.966,162.248,,4639099
LA,2018-07-01,8503643.314,,98914.596,1439800.0,295332.735,156.649,,4640135
LA,2018-08-01,8081822.708,,85769.305,1495995.0,272535.668,151.417,,4641172
LA,2018-09-01,7344191.012,,73340.078,1505218.0,258915.286,115.276,,4642208
LA,2018-10-01,6685830.039,,72401.533,1571232.0,280784.579,97.932,,4643245
LA,2018-11-01,5759119.683,,84489.622,1340384.0,250935.567,102.604,,4644281
LA,2018-12-01,5811587.67,,87196.997,1590518.0,287060.426,80.368,,4645318
MA,2018-01-01,1928481.017,,98243.071,393142.0,161499.575,46385.819,25698.663,6937478
MA,2018-02-01,1501433.669,,105195.499,455535.0,162719.717,50923.084,17970.515,6941497
MA,2018-03-01,1653490.272,,116448.996,82968.0,168792.196,82476.026,27461.878,6945516
MA,2018-04-01,1029981.141,,139275.787,114483.0,157348.591,92263.166,23741.64,6949535
MA,2018-05-01,1014315.934,,113740.483,443221.0,179664.127,116132.715,14542.542,6953554
MA,2018-06-01,1270600.471,,52459.218,436915.0,173264.051,114141.319,13988.838,6957573
MA,2018-07-01,2428092.472,,45384.563,491071.0,171360.902,134124.293,11660.219,6961592
MA,2018-08-01,2715236.924,,62465.003,390998.0,169038.862,109897.316,11497.632,6965611
MA,2018-09-01,1718516.206,,59796.135,308016.0,158578.073,69247.79,11945.565,6969631
MA,2018-10-01,1386226.7,,88646.111,372125.0,166289.945,66670.745,21677.049,6973650
MA,2018-11-01,1037379.168,,121431.448,448844.0,167060.643,40267.788,23829.77,6977669
MA,2018-12-01,1162783.647,,130534.153,504245.0,180033.948,55781.404,16967.849,6981688
MD,2018-01-01,2292344.748,,188151.248,1346338.0,71369.237,17583.74,54742.272,6099853
MD,2018-02-01,1331261.476,,235930.558,960036.0,69032.429,16764.978,48739.069,6103217
MD,2018-03-01,2228755.716,,181602.48,972281.0,69831.688,29193.761,56674.834,6106581
MD,2018-04-01,1781356.297,,288959.135,1287475.0,72038.57,41805.047,56345.126,6109945
MD,2018-05-01,2392020.953,,245792.999,1333913.0,67387.254,39106.522,50224.701,6113309
MD,2018-06-01,1968366.365,,141969.98,1276519.0,82488.918,42072.991,52666.031,6116673
MD,2018-07-01,2295475.655,,154800.718,1303698.0,73438.799,42019.069,32887.469,6120037
MD,2018-08-01,2483079.701,,274131.062,1283282.0,75430.342,45025.66,41448.212,6123401
MD,2018-09-01,2273046.894,,245958.135,1246389.0,67386.604,34017.548,37442.292,6126765
MD,2018-10-01,1789724.219,,250029.686,1320437.0,75906.197,37254.386,43230.252,6130128
MD,2018-11-01,1743029.955,,299815.586,1305333.0,58542.565,28448.988,46029.429,6133492
MD,2018-12-01,1598149.486,,323744.413,1352230.0,64663.264,23427.388,49554.31299999999,6136856
ME,2018-01-01,256107.375,,284005.969,,316165.949,442.4,272074.271,1355842
ME,2018-02-01,79335.641,,303148.237,,261852.365,717.06,223395.237,1356126
ME,2018-03-01,193674.841,,334713.921,,278429.001,1154.111,279275.548,1356409
ME,2018-04-01,127362.169,,402313.997,,218227.16,1271.059,192063.398,1356692
ME,2018-05-01,181652.187,,328466.148,,185612.994,1481.566,173121.721,1356975
ME,2018-06-01,189931.407,,149976.002,,247368.786,1498.941,149036.283,1357259
ME,2018-07-01,350950.017,,130070.611,,274521.178,1378.652,123875.634,1357542
ME,2018-08-01,424609.72,,178780.163,,258024.463,1133.395,101391.01,1357825
ME,2018-09-01,209546.361,,171234.149,,265311.168,787.896,133501.56,1358109
ME,2018-10-01,325602.839,,253949.36,,233324.003,848.0419999999999,247584.76,1358392
ME,2018-11-01,152194.24,,349914.954,,247103.115,617.4870000000001,239702.376,1358675
ME,2018-12-01,99684.954,,374480.489,,246727.063,701.021,249273.202,1358959
MI,2018-01-01,7082641.934,,128642.374,3180240.0,254036.157,3201.896,762956.661,10040206
MI,2018-02-01,5990031.191,,111078.61,2836106.0,213483.111,3524.242,534833.2660000001,10041820
MI,2018-03-01,6280931.793,,118250.686,2178610.0,217515.93,10672.063,589424.716,10043435
MI,2018-04-01,5848648.162,,128046.666,1728907.0,210236.063,12564.661,467978.126,10045049
MI,2018-05-01,6313944.341,,142475.455,2462727.0,241107.293,13016.732,411219.179,10046663
MI,2018-06-01,6786214.97,,129653.224,2974483.0,223614.868,14082.947,296985.822,10048277
MI,2018-07-01,7737094.041999999,,123749.433,3017721.0,242006.954,17752.155,243169.582,10049891
MI,2018-08-01,7509350.301,,118931.657,3024586.0,243010.816,14948.322,263477.945,10051505
MI,2018-09-01,6311732.773,,134314.034,2728960.0,210996.035,12364.789,295142.607,10053119
MI,2018-10-01,5203237.545,,139097.246,1991474.0,226155.353,8764.864,536374.252,10054733
MI,2018-11-01,5263204.426,,147278.59,2473287.0,246817.714,3465.56,509532.788,10056347
MI,2018-12-01,5801873.345,,147681.025,1881593.0,254367.274,3794.283,546157.056,10057961
MN,2018-01-01,2878175.92,,70321.49,1316058.0,170279.035,44075.168,1155021.561,5629334
MN,2018-02-01,2408469.097,,62801.065,1189670.0,174100.2,54742.185,987331.268,5632689
MN,2018-03-01,2439179.784,,71446.727,1297004.0,214582.708,95581.478,1067198.065,5636044
MN,2018-04-01,2070545.228,,81988.53199999999,1258964.0,154821.559,117866.112,957226.291,5639399
MN,2018-05-01,2437031.129,,72192.877,1268764.0,180580.609,124712.587,755266.412,5642753
MN,2018-06-01,2732728.315,,78466.61,1217192.0,196864.746,115932.855,884134.777,5646108
MN,2018-07-01,3361927.465,,129659.369,1261021.0,180041.106,143889.793,596232.615,5649463
MN,2018-08-01,3207483.485,,60245.02499999999,1246290.0,165010.005,112005.11,609713.48,5652818
MN,2018-09-01,2652782.54,,71295.141,1074877.0,161622.173,93151.878,885005.1140000001,5656172
MN,2018-10-01,2319985.259,,124023.705,939538.0,135876.489,69573.202,945335.714,5659527
MN,2018-11-01,2802065.201,,119591.355,1212859.0,155008.978,38359.412,936311.804,5662882
MN,2018-12-01,2746850.291,,111472.474,1319092.0,160925.577,32131.06,934872.899,5666237
MO,2018-01-01,6894792.118,,53386.88499999999,919276.0,11401.616,4942.311,295525.818,6123099
MO,2018-02-01,5737409.631,,48300.736,828913.0,11649.874,4316.067,233642.692,6124482
MO,2018-03-01,5002517.235,,56279.844,904403.0,11049.553,6049.855,305334.851,6125865
MO,2018-04-01,4524769.717,,71034.215,884652.0,8190.882000000001,7589.196,279735.369,6127248
MO,2018-05-01,5746286.153,,56009.997,893872.0,9792.731,8662.487,189577.118,6128631
MO,2018-06-01,6364739.103,,59575.859,859057.0,13292.781,10712.073,244408.586,6130015
MO,2018-07-01,7359828.365999999,,99206.794,887365.0,14085.746,10825.557,127816.716,6131398
MO,2018-08-01,7069792.514,,46374.609,887687.0,13666.941,9520.566,194583.484,6132781
MO,2018-09-01,5392533.431,,55863.133,863309.0,12551.879,9111.378,223426.684,6134164
MO,2018-10-01,5207139.621,,96505.291,906833.0,8813.338,7630.735,229590.46,6135547
MO,2018-11-01,5456602.597,,96030.18699999999,893292.0,7967.427,7260.716,243443.185,6136931
MO,2018-12-01,5748534.824,,89824.45,926620.0,11490.117,4609.609,267592.037,6138314
MS,2018-01-01,5506491.077,,,502875.0,125666.091,20077.76,,2962432
MS,2018-02-01,3926981.75,,,649325.0,94568.994,15980.442,,2962382
MS,2018-03-01,3847578.894,,,1035677.0,93429.871,29858.201,,2962332
MS,2018-04-01,4401440.044,,,189417.0,131746.012,33707.996,,2962282
MS,2018-05-01,5060271.243,,,-5898.0,133429.204,37388.173,,2962231
MS,2018-06-01,5026180.607,,,-6427.0,123631.667,34786.576,,2962181
MS,2018-07-01,5742531.748,,,129490.0,139717.616,33605.202,,2962131
MS,2018-08-01,5641153.538,,,867532.0,133643.255,32353.093,,2962081
MS,2018-09-01,4832462.727,,,725282.0,104614.588,26911.317,,2962031
MS,2018-10-01,3692464.629,,,1051752.0,125992.791,28498.045,,2961981
MS,2018-11-01,3919648.249,,,1004849.0,114328.216,17181.449,,2961930
MS,2018-12-01,3191958.999,,,775596.0,118516.654,15504.746,,2961880
MT,2018-01-01,1536546.785,,860548.043,,27576.0,1764.4,177978.241,1066053
MT,2018-02-01,1212779.891,,929250.997,,26600.0,2074.968,168784.335,1066843
MT,2018-03-01,1423219.639,,1065465.416,,30547.0,2683.159,214197.126,1067633
MT,2018-04-01,871398.351,,1103243.847,,24364.0,3251.715,216386.849,1068423
MT,2018-05-01,665941.85,,1121533.776,,25952.0,3747.226,160751.852,1069213
MT,2018-06-01,802365.4580000001,,1102736.218,,27644.0,4026.984,178958.781,1070003
MT,2018-07-01,793883.813,,1056974.567,,26201.0,3510.016,141408.67,1070793
MT,2018-08-01,1061660.73,,1038299.612,,26229.0,3504.428,147778.45,1071583
